Player,Tm,Pos,Age,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,DRB,AST,TOV,PTS,Predict_salario,Real_salario,Diferencia_%,Image_URL
Drew Eubanks,Phoenix Suns,P,26,58,4,922,2,3,0,0,2,3,1,1,2,0,0,5,3645051,2346614,"-55,332386448443",https://cdn.ssref.net/req/202312151/tlogo/bbr/PHO-2024.png
Tosan Evbuomwan,TOT,AL,22,6,0,90,1,3,0,1,0,1,0,0,1,1,0,2,2958363,64343,"-4497,801730299328",
Dante Exum,Dallas Mavericks,BA,28,38,14,722,3,5,0,1,2,3,1,1,2,2,0,8,7379763,3000000,"-145,9921011511114",https://cdn.ssref.net/req/202312151/tlogo/bbr/DAL-2024.png
Bruno Fernando,Atlanta Hawks,P,25,26,1,315,1,3,0,0,1,3,1,1,2,0,0,4,3482195,2581522,"-34,88923212799994",https://cdn.ssref.net/req/202312151/tlogo/bbr/ATL-2024.png
Dorian Finney-Smith,Brooklyn Nets,AP,30,55,44,1560,3,7,1,5,1,2,0,0,3,1,0,8,9031918,13394160,"32,56823175687998",https://cdn.ssref.net/req/202312151/tlogo/bbr/BRK-2024.png
Malachi Flynn,TOT,BA,25,54,0,607,1,3,0,1,0,1,0,0,1,1,0,4,3244671,3873025,"16,223845297008673",
Simone Fontecchio,TOT,AL,28,62,39,1500,3,8,1,4,1,3,0,0,2,1,0,10,8502374,3044872,"-179,2358466660053",
Trent Forrest,Atlanta Hawks,ES,25,25,0,250,0,2,0,0,0,1,0,0,1,1,0,2,3022597,968162,"-212,19955620121874",https://cdn.ssref.net/req/202312151/tlogo/bbr/ATL-2024.png
Evan Fournier,TOT,ES,31,14,0,230,2,6,1,4,1,2,0,1,1,1,0,6,9132564,18857143,"51,569736725540416",
De'Aaron Fox,Sacramento Kings,BA,26,54,54,1931,9,21,2,7,7,13,4,6,3,5,2,27,29572512,32600060,"9,286938606394195",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAC-2024.png
Alex Fudge,Los Angeles Lakers,AL,20,3,0,14,0,1,0,0,0,1,0,0,0,0,0,1,2473925,241285,"-925,3124834928526",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Markelle Fultz,Orlando Magic,BA,25,27,15,603,3,7,0,0,3,7,0,0,2,3,1,8,8711345,17000000,"48,756789819720815",https://cdn.ssref.net/req/202312151/tlogo/bbr/ORL-2024.png
Daniel Gafford,TOT,AP,25,57,49,1410,4,6,0,0,4,6,1,2,5,1,0,10,15108724,12402000,"-21,824900357105008",
Danilo Gallinari,TOT,AP,35,40,0,551,1,4,0,2,1,2,1,2,2,1,0,6,7570889,1047112,"-623,0257644741756",
Darius Garland,Cleveland Cavaliers,BA,24,39,39,1295,6,14,2,5,4,8,3,3,1,6,3,18,22033789,34005250,"35,20474169795278",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Usman Garuba,Golden State Warriors,AP,21,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2048264,2588400,"20,8675512684851",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
Kaiser Gates,New Orleans Pelicans,AL,27,1,0,7,0,3,0,2,0,2,0,0,1,0,0,0,5925474,35389,"-16643,830563723728",https://cdn.ssref.net/req/202312151/tlogo/bbr/NOP-2024.png
Keyonte George,Utah Jazz,BA,20,57,26,1459,4,10,2,5,2,4,2,2,2,4,2,12,5885227,3889800,"-51,29896296004367",https://cdn.ssref.net/req/202312151/tlogo/bbr/UTA-2024.png
Paul George,Los Angeles Clippers,AP,33,57,57,1938,7,16,3,8,4,8,3,3,4,3,2,22,37596037,45640165,"17,62510510407903",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAC-2024.png
Josh Giddey,Oklahoma City Thunder,ES,21,62,62,1531,4,10,0,2,3,7,1,1,4,4,2,11,6048079,6587160,"8,18381198188982",https://cdn.ssref.net/req/202312151/tlogo/bbr/OKC-2024.png
Harry Giles,TOT,P,25,18,0,85,1,2,0,0,1,1,0,0,0,0,0,3,2972572,2092354,"-42,06832872522669",
Anthony Gill,Washington Wizards,AP,31,33,0,174,0,1,0,0,0,1,0,0,0,0,0,2,3265691,1997238,"-63,51038488959816",https://cdn.ssref.net/req/202312151/tlogo/bbr/WAS-2024.png
Jacob Gilyard,Memphis Grizzlies,BA,25,37,14,654,1,3,1,3,0,0,0,0,0,3,0,4,4488499,398925,"-1025,1488096092319",https://cdn.ssref.net/req/202312151/tlogo/bbr/MEM-2024.png
Rudy Gobert,Minnesota Timberwolves,P,31,62,62,2104,5,8,0,0,5,8,3,5,9,1,1,13,24806936,41000000,"39,495275825580045",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIN-2024.png
Jordan Goodwin,TOT,BA,25,46,5,730,2,5,0,2,1,3,0,0,2,2,0,5,3824133,1927986,"-98,34863110619617",
Aaron Gordon,Denver Nuggets,AP,28,58,58,1822,5,9,0,1,4,8,2,3,4,3,1,13,20193105,21266182,"5,045927561065145",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Eric Gordon,Phoenix Suns,ES,35,53,24,1564,4,9,2,6,2,3,0,1,1,2,1,11,11756787,3196448,"-267,8078704792903",https://cdn.ssref.net/req/202312151/tlogo/bbr/PHO-2024.png
Devonte' Graham,San Antonio Spurs,BA,28,13,0,110,1,2,0,1,0,0,0,0,1,1,0,3,5611382,12100000,"53,62494207601167",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAS-2024.png
Jerami Grant,Portland Trail Blazers,AP,29,53,53,1795,7,15,2,5,5,10,4,5,2,2,2,21,24769047,27586207,"10,21220321814178",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
A.J. Green,Milwaukee Bucks,ES,24,42,0,401,1,3,1,2,0,0,0,0,0,0,0,4,2790276,1801769,"-54,86315764993751",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIL-2024.png
Danny Green,Philadelphia 76ers,ES,36,2,0,18,0,1,0,0,0,0,0,0,1,0,0,0,4189590,500000,"-737,9181538523014",https://cdn.ssref.net/req/202312151/tlogo/bbr/PHI-2024.png
Draymond Green,Golden State Warriors,AP,33,39,36,1033,3,6,1,2,2,4,1,1,5,5,2,9,21333104,22321429,"4,427694103431924",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
Jalen Green,Houston Rockets,ES,21,63,63,1939,6,15,2,6,4,8,3,4,4,3,2,18,8315299,9891600,"15,935749733963068",https://cdn.ssref.net/req/202312151/tlogo/bbr/HOU-2024.png
Jeff Green,Houston Rockets,AP,37,59,5,966,1,4,0,1,1,2,1,2,1,0,0,5,6391512,9600000,"33,42174678401887",https://cdn.ssref.net/req/202312151/tlogo/bbr/HOU-2024.png
Josh Green,Dallas Mavericks,ES,23,51,32,1385,3,6,1,3,1,3,0,1,2,2,1,8,4452348,4765339,"6,568070843121212",https://cdn.ssref.net/req/202312151/tlogo/bbr/DAL-2024.png
Quentin Grimes,TOT,ES,23,49,18,989,2,6,1,4,0,1,0,0,1,1,0,7,3149819,2385720,"-32,028051300764545",
Mouhamadou Gueye,Toronto Raptors,AP,25,2,0,10,0,2,0,0,0,2,0,0,1,0,0,1,3311454,64343,"-5046,565895871368",https://cdn.ssref.net/req/202312151/tlogo/bbr/TOR-2024.png
Mouhamed Gueye,Atlanta Hawks,AP,21,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2127113,1119563,"-89,99498457524793",https://cdn.ssref.net/req/202312151/tlogo/bbr/ATL-2024.png
Rui Hachimura,Los Angeles Lakers,AP,25,51,22,1302,4,9,1,3,3,6,1,1,2,1,0,12,10171864,15740741,"35,37874552387827",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Tyrese Haliburton,Indiana Pacers,BA,23,51,50,1635,7,15,2,7,4,7,2,3,3,11,2,20,13079737,5808435,"-125,18522948568776",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
R.J. Hampton,Miami Heat,BA,22,8,2,76,0,1,0,1,0,0,0,0,0,1,0,1,2494199,120250,"-1974,178194042122",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIA-2024.png
Tim Hardaway Jr.,Dallas Mavericks,AL,31,61,10,1737,5,13,2,8,2,5,2,2,3,1,0,16,20403283,17897728,"-13,999294613963635",https://cdn.ssref.net/req/202312151/tlogo/bbr/DAL-2024.png
James Harden,Los Angeles Clippers,BA,34,57,57,1974,5,11,2,6,2,4,4,5,4,8,2,17,33533083,35640000,"5,911662556613962",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAC-2024.png
Jaden Hardy,Dallas Mavericks,ES,21,56,6,807,2,7,1,3,1,3,0,1,1,1,0,7,3476887,1719864,"-102,16060641565876",https://cdn.ssref.net/req/202312151/tlogo/bbr/DAL-2024.png
Ron Harper Jr.,Toronto Raptors,AP,23,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2056918,147988,"-1289,9221790564009",https://cdn.ssref.net/req/202312151/tlogo/bbr/TOR-2024.png
Gary Harris,Orlando Magic,ES,29,40,13,918,2,5,1,3,1,1,0,0,1,1,0,7,7956447,13000000,"38,79656071395124",https://cdn.ssref.net/req/202312151/tlogo/bbr/ORL-2024.png
Joe Harris,Detroit Pistons,ES,32,15,0,170,0,2,0,1,0,0,0,0,0,0,0,2,5008805,19928571,"74,86620813493353",https://cdn.ssref.net/req/202312151/tlogo/bbr/DET-2024.png
Tobias Harris,Philadelphia 76ers,AP,31,57,57,1937,6,13,1,3,5,10,2,3,5,3,1,17,29606417,39270150,"24,608340974942315",https://cdn.ssref.net/req/202312151/tlogo/bbr/PHI-2024.png
Shaquille Harrison,Memphis Grizzlies,ES,30,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4158843,145301,"-2762,2265756977745",https://cdn.ssref.net/req/202312151/tlogo/bbr/MEM-2024.png
Josh Hart,New York Knicks,AL,28,62,23,1959,3,7,1,3,2,4,0,1,6,3,1,8,11521692,12960000,"11,098051938429794",https://cdn.ssref.net/req/202312151/tlogo/bbr/NYK-2024.png
Isaiah Hartenstein,New York Knicks,P,25,57,31,1425,2,4,0,0,2,4,1,1,5,2,1,6,7010882,8195121,"14,450535632722946",https://cdn.ssref.net/req/202312151/tlogo/bbr/NYK-2024.png
Sam Hauser,Boston Celtics,AL,26,62,6,1286,2,6,2,5,0,0,0,0,2,0,0,7,4305172,1927896,"-123,30937287900102",https://cdn.ssref.net/req/202312151/tlogo/bbr/BOS-2024.png
Jordan Hawkins,New Orleans Pelicans,ES,21,55,10,1075,3,7,1,5,1,2,1,1,2,1,0,9,3750240,4310160,"12,99068165414915",https://cdn.ssref.net/req/202312151/tlogo/bbr/NOP-2024.png
Jaxson Hayes,Los Angeles Lakers,P,23,54,3,617,1,2,0,0,1,2,0,1,1,0,0,3,2951746,2165000,"-36,33931702166669",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Killian Hayes,Detroit Pistons,BA,22,42,31,1008,2,6,0,1,2,4,0,1,2,4,1,6,6335413,7413955,"14,547447825066351",https://cdn.ssref.net/req/202312151/tlogo/bbr/DET-2024.png
Gordon Hayward,TOT,AL,33,34,25,936,4,9,0,1,3,7,2,2,3,3,1,11,21196515,31500000,"32,70947466706294",
Scoot Henderson,Portland Trail Blazers,BA,19,44,16,1186,4,11,1,3,3,7,2,3,2,4,2,12,7788046,9770880,"20,29329114202879",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
Taylor Hendricks,Utah Jazz,AP,20,23,6,401,2,5,1,2,1,2,0,0,2,0,0,5,3158367,5569920,"43,29600623840718",https://cdn.ssref.net/req/202312151/tlogo/bbr/UTA-2024.png
Tyler Herro,Miami Heat,ES,24,36,36,1209,7,18,3,8,4,9,1,2,4,4,2,20,20481832,27000000,"24,141359605204066",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIA-2024.png
Buddy Hield,TOT,ES,31,65,41,1757,4,10,2,7,1,3,0,0,2,3,1,12,15051662,19279841,"21,930568675069736",
Haywood Highsmith,Miami Heat,AP,27,47,24,945,2,4,1,2,1,1,0,0,1,0,0,5,5599702,1902137,"-194,3900837077527",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIA-2024.png
D'Moi Hodge,Los Angeles Lakers,ES,25,7,0,41,0,2,0,1,0,0,0,0,0,0,0,2,2856898,241285,"-1084,0348075646348",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Aaron Holiday,Houston Rockets,BA,27,60,1,1001,2,5,1,2,1,2,0,0,1,1,0,6,5795194,2346614,"-146,95984109182058",https://cdn.ssref.net/req/202312151/tlogo/bbr/HOU-2024.png
Jrue Holiday,Boston Celtics,BA,33,58,58,1924,4,10,2,4,2,5,1,1,4,4,1,12,19508210,36158747,"46,04843291683539",https://cdn.ssref.net/req/202312151/tlogo/bbr/BOS-2024.png
Justin Holiday,Denver Nuggets,ES,34,40,9,587,1,3,0,2,0,0,0,0,1,1,0,3,5792936,3196448,"-81,23043670579015",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Richaun Holmes,TOT,AP,30,33,3,383,1,3,0,0,1,2,0,0,2,0,0,4,5091346,12046020,"57,73420406428327",
Chet Holmgren,Oklahoma City Thunder,P,21,63,63,1902,6,11,1,4,4,7,2,3,6,2,1,17,6281376,10386000,"39,520739393624424",https://cdn.ssref.net/req/202312151/tlogo/bbr/OKC-2024.png
Jalen Hood-Schifino,Los Angeles Lakers,ES,20,21,0,109,0,2,0,0,0,1,0,0,0,0,0,1,2651593,3695040,"28,239122555521966",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Al Horford,Boston Celtics,P,37,53,24,1413,2,6,1,3,1,2,0,0,5,2,0,7,12488453,10000000,"-24,884537702715175",https://cdn.ssref.net/req/202312151/tlogo/bbr/BOS-2024.png
Talen Horton-Tucker,Utah Jazz,BA,23,41,11,805,3,8,1,3,2,5,1,2,2,3,1,10,5803531,11020000,"47,336371130910656",https://cdn.ssref.net/req/202312151/tlogo/bbr/UTA-2024.png
Caleb Houstan,Orlando Magic,AL,21,47,9,674,1,3,1,3,0,0,0,0,1,0,0,4,2582735,2000000,"-29,136780401272393",https://cdn.ssref.net/req/202312151/tlogo/bbr/ORL-2024.png
Jett Howard,Orlando Magic,AL,20,13,0,49,0,1,0,1,0,0,0,0,0,0,0,1,2212011,5026800,"55,99562664245713",https://cdn.ssref.net/req/202312151/tlogo/bbr/ORL-2024.png
Kevin Huerter,Sacramento Kings,ES,25,60,55,1494,4,9,2,5,2,3,0,0,2,2,0,10,8046112,15669643,"48,65159149395874",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAC-2024.png
De'Andre Hunter,Atlanta Hawks,AL,26,39,24,1097,5,10,2,4,3,6,3,3,3,1,1,15,12770774,20089286,"36,42992417951421",https://cdn.ssref.net/req/202312151/tlogo/bbr/ATL-2024.png
Bones Hyland,Los Angeles Clippers,BA,23,24,2,316,2,5,1,3,1,2,0,0,0,1,1,5,3213889,2306400,"-39,34657245972258",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAC-2024.png
Joe Ingles,Orlando Magic,AL,36,50,0,862,1,3,1,2,0,1,0,0,1,2,0,4,7054536,11000000,"35,86785382489772",https://cdn.ssref.net/req/202312151/tlogo/bbr/ORL-2024.png
Brandon Ingram,New Orleans Pelicans,AL,26,57,57,1892,8,16,1,3,6,12,4,5,4,5,2,21,26459923,33833400,"21,793483336787062",https://cdn.ssref.net/req/202312151/tlogo/bbr/NOP-2024.png
Kyrie Irving,Dallas Mavericks,ES,31,42,42,1439,9,19,3,7,6,12,3,3,4,5,1,25,38244067,37037037,"-3,2589813063897854",https://cdn.ssref.net/req/202312151/tlogo/bbr/DAL-2024.png
Jonathan Isaac,Orlando Magic,AP,26,43,1,636,2,4,0,1,1,3,1,1,3,0,0,6,4237717,17400000,"75,64530041843426",https://cdn.ssref.net/req/202312151/tlogo/bbr/ORL-2024.png
Jaden Ivey,Detroit Pistons,ES,21,59,43,1668,5,12,1,4,3,7,3,4,2,3,2,15,7100407,7614480,"6,751244917268341",https://cdn.ssref.net/req/202312151/tlogo/bbr/DET-2024.png
Andre Jackson Jr.,Milwaukee Bucks,ES,22,48,8,504,0,1,0,0,0,1,0,0,1,0,0,2,2770892,1119563,"-147,49765859491944",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIL-2024.png
Isaiah Jackson,Indiana Pacers,P,22,47,3,637,2,4,0,0,2,4,1,1,2,0,0,6,3242372,2696280,"-20,253549288062548",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
Jaren Jackson Jr.,Memphis Grizzlies,P,24,56,56,1795,7,17,1,5,5,11,5,6,4,2,2,22,23764610,27102202,"12,314834680002255",https://cdn.ssref.net/req/202312151/tlogo/bbr/MEM-2024.png
Justin Jackson,Minnesota Timberwolves,AL,28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4391526,145301,"-2922,36502295405",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIN-2024.png
Reggie Jackson,Denver Nuggets,BA,33,64,16,1427,4,9,1,3,2,5,0,1,1,3,1,10,12874217,5000000,"-157,48434706058805",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Trayce Jackson-Davis,Golden State Warriors,AP,23,50,4,674,2,4,0,0,2,4,1,1,2,0,0,6,3222628,1119563,"-187,84703576517123",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
LeBron James,Los Angeles Lakers,AP,39,56,56,1962,9,18,2,5,7,12,3,5,6,8,3,25,39719245,47607350,"16,569089113927195",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Jaime Jaquez Jr.,Miami Heat,AL,22,57,17,1679,4,9,0,2,4,7,2,2,2,2,1,12,6199101,3510600,"-76,58238496710307",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIA-2024.png
DaQuan Jeffries,New York Knicks,ES,26,13,0,34,0,1,0,0,0,0,0,0,0,0,0,0,2947912,951635,"-209,77339282639383",https://cdn.ssref.net/req/202312151/tlogo/bbr/NYK-2024.png
Trey Jemison,TOT,P,24,12,5,206,2,3,0,0,2,4,0,0,2,0,1,5,3434391,64343,"-5237,630817453128",
Ty Jerome,Cleveland Cavaliers,ES,26,2,0,14,1,2,0,0,1,1,0,0,0,1,0,2,3712783,2439025,"-52,22408706164497",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Isaiah Joe,Oklahoma City Thunder,ES,24,59,0,1087,2,6,1,4,0,1,0,0,1,1,0,8,3546597,1997238,"-77,5750924941248",https://cdn.ssref.net/req/202312151/tlogo/bbr/OKC-2024.png
Cameron Johnson,Brooklyn Nets,AP,27,49,45,1359,4,10,2,6,2,4,1,1,3,2,0,13,14640976,25700000,"43,03121844325005",https://cdn.ssref.net/req/202312151/tlogo/bbr/BRK-2024.png
Jalen Johnson,Atlanta Hawks,AL,22,48,45,1630,6,12,1,3,5,8,1,2,7,3,1,15,6821435,2925480,"-133,17319911846226",https://cdn.ssref.net/req/202312151/tlogo/bbr/ATL-2024.png
James Johnson,Indiana Pacers,AP,36,6,0,32,0,1,0,0,0,0,0,0,0,1,0,1,3699410,2608596,"-41,81615108343983",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
Keldon Johnson,San Antonio Spurs,AL,24,60,26,1777,5,12,1,5,4,7,2,3,4,2,1,16,16501224,20000000,"17,49387611474297",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAS-2024.png
Keon Johnson,Brooklyn Nets,ES,21,3,0,51,1,4,1,2,0,2,2,2,0,0,1,7,3108258,2808720,"-10,664603787217702",https://cdn.ssref.net/req/202312151/tlogo/bbr/BRK-2024.png
Nikola Jokić,Denver Nuggets,P,28,62,62,2120,10,17,1,2,9,14,4,5,9,9,2,26,33373238,47607350,"29,898978304989633",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Colby Jones,Sacramento Kings,ES,21,17,0,121,1,2,0,0,0,1,0,0,0,0,0,2,2953349,2019706,"-46,22671335320882",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAC-2024.png
Damian Jones,Cleveland Cavaliers,P,28,27,0,166,0,1,0,0,0,1,0,0,1,0,0,1,3519306,2586665,"-36,05576552091657",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Derrick Jones Jr.,Dallas Mavericks,AL,26,59,49,1397,3,6,1,3,2,3,1,1,2,0,0,8,7023789,2709849,"-159,1948730591652",https://cdn.ssref.net/req/202312151/tlogo/bbr/DAL-2024.png
Herbert Jones,New Orleans Pelicans,AL,25,58,58,1702,4,7,1,3,2,4,1,2,2,2,1,11,8561881,12015150,"28,740955298272823",https://cdn.ssref.net/req/202312151/tlogo/bbr/NOP-2024.png
Tre Jones,San Antonio Spurs,BA,24,59,30,1555,3,7,0,2,2,5,1,1,2,6,1,9,7512492,9895833,"24,084283093763602",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAS-2024.png
Tyus Jones,Washington Wizards,BA,27,63,63,1829,5,10,1,3,3,6,0,0,2,7,0,12,14145903,14000000,"-1,0421704802132212",https://cdn.ssref.net/req/202312151/tlogo/bbr/WAS-2024.png
DeAndre Jordan,Denver Nuggets,P,35,29,1,327,1,2,0,0,1,2,0,1,2,0,0,4,4592497,3196448,"-43,67502063905448",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Cory Joseph,Golden State Warriors,BA,32,26,0,296,0,2,0,1,0,0,0,0,0,1,0,2,5580822,3196448,"-74,59451408365263",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
Luke Kennard,Memphis Grizzlies,ES,27,32,15,799,3,7,2,5,0,1,1,1,2,3,1,11,10965829,15418363,"28,878119187756024",https://cdn.ssref.net/req/202312151/tlogo/bbr/MEM-2024.png
Walker Kessler,Utah Jazz,P,22,52,18,1213,3,5,0,0,3,5,0,1,4,0,1,8,4717328,2831160,"-66,62174884559462",https://cdn.ssref.net/req/202312151/tlogo/bbr/UTA-2024.png
Corey Kispert,Washington Wizards,AL,24,61,3,1390,4,9,2,5,2,3,1,1,2,1,1,12,7013917,3722040,"-88,44283814556898",https://cdn.ssref.net/req/202312151/tlogo/bbr/WAS-2024.png
Maxi Kleber,Dallas Mavericks,P,32,27,7,589,1,3,0,2,0,1,0,1,2,1,0,4,7750385,11000000,"29,54194554738365",https://cdn.ssref.net/req/202312151/tlogo/bbr/DAL-2024.png
